Animal_Name,Animal_Species,Latitude,Longitude
Emperor Goose,Anser canagicus,61.251,-165.147
Emperor Goose,Anser canagicus,61.256,-165.179
Emperor Goose,Anser canagicus,61.251,-165.13
Emperor Goose,Anser canagicus,61.249,-165.138
Emperor Goose,Anser canagicus,61.25,-165.135
Emperor Goose,Anser canagicus,61.257,-165.169
Emperor Goose,Anser canagicus,61.234,-165.111
Emperor Goose,Anser canagicus,61.268,-165.569
Emperor Goose,Anser canagicus,61.274,-165.14
Emperor Goose,Anser canagicus,61.216,-165.371
Emperor Goose,Anser canagicus,61.248,-165.111
Emperor Goose,Anser canagicus,61.258,-165.075
Emperor Goose,Anser canagicus,61.261,-165.082
Emperor Goose,Anser canagicus,61.23,-165.021
Emperor Goose,Anser canagicus,61.274,-165.03
Emperor Goose,Anser canagicus,61.269,-165.086
Emperor Goose,Anser canagicus,61.236,-165.081
Emperor Goose,Anser canagicus,61.236,-165.085
Emperor Goose,Anser canagicus,61.284,-165.108
Emperor Goose,Anser canagicus,61.234,-165.071
Emperor Goose,Anser canagicus,61.265,-165.101
Emperor Goose,Anser canagicus,61.232,-165.051
Emperor Goose,Anser canagicus,61.229,-165.069
Emperor Goose,Anser canagicus,61.241,-165.072
Emperor Goose,Anser canagicus,61.231,-165.071
Emperor Goose,Anser canagicus,61.234,-165.075
Emperor Goose,Anser canagicus,61.218,-165.053
Emperor Goose,Anser canagicus,61.204,-165.111
Emperor Goose,Anser canagicus,61.174,-165.147
Emperor Goose,Anser canagicus,61.201,-165.122
Emperor Goose,Anser canagicus,61.194,-165.137
Emperor Goose,Anser canagicus,61.196,-165.078
Emperor Goose,Anser canagicus,61.21,-165.102
Emperor Goose,Anser canagicus,61.203,-165.091
Emperor Goose,Anser canagicus,61.085,-164.969
Emperor Goose,Anser canagicus,61.088,-164.873
Emperor Goose,Anser canagicus,61.071,-164.941
Emperor Goose,Anser canagicus,61.079,-164.969
Emperor Goose,Anser canagicus,61.08,-164.99
Emperor Goose,Anser canagicus,61.091,-165.046
Emperor Goose,Anser canagicus,61.075,-164.96
Emperor Goose,Anser canagicus,61.066,-164.976
Emperor Goose,Anser canagicus,56.88,-158.964
Emperor Goose,Anser canagicus,57.405,-156.343
Emperor Goose,Anser canagicus,57.419,-156.365
Emperor Goose,Anser canagicus,57.393,-156.376
Emperor Goose,Anser canagicus,57.398,-156.378
Emperor Goose,Anser canagicus,57.477,-156.279
Emperor Goose,Anser canagicus,57.381,-156.427
Emperor Goose,Anser canagicus,57.353,-156.269
Emperor Goose,Anser canagicus,57.377,-156.441
Emperor Goose,Anser canagicus,57.446,-156.405
Emperor Goose,Anser canagicus,57.324,-156.343
Emperor Goose,Anser canagicus,57.335,-156.521
Emperor Goose,Anser canagicus,57.176,-155.997
Emperor Goose,Anser canagicus,57.473,-156.8
Emperor Goose,Anser canagicus,57.38,-156.13
Emperor Goose,Anser canagicus,57.415,-156.366
Emperor Goose,Anser canagicus,57.409,-156.123
Emperor Goose,Anser canagicus,57.395,-156.375
Emperor Goose,Anser canagicus,57.386,-156.319
Emperor Goose,Anser canagicus,57.292,-156.289
Emperor Goose,Anser canagicus,57.329,-156.252
Emperor Goose,Anser canagicus,57.392,-156.273
Emperor Goose,Anser canagicus,57.373,-156.254
Emperor Goose,Anser canagicus,57.484,-156.038
Emperor Goose,Anser canagicus,57.382,-156.365
Emperor Goose,Anser canagicus,57.397,-156.364
Emperor Goose,Anser canagicus,57.39,-156.37
Emperor Goose,Anser canagicus,57.368,-156.377
Emperor Goose,Anser canagicus,57.384,-156.274
Emperor Goose,Anser canagicus,57.384,-156.242
Emperor Goose,Anser canagicus,57.383,-156.26
Emperor Goose,Anser canagicus,57.384,-156.301
Emperor Goose,Anser canagicus,57.396,-156.299
Emperor Goose,Anser canagicus,57.398,-156.282
Emperor Goose,Anser canagicus,57.392,-156.241
Emperor Goose,Anser canagicus,57.405,-156.222
Emperor Goose,Anser canagicus,57.388,-156.242
Emperor Goose,Anser canagicus,57.402,-156.406
Emperor Goose,Anser canagicus,57.762,-156.51
Emperor Goose,Anser canagicus,57.607,-156.276
Emperor Goose,Anser canagicus,57.427,-156.305
Emperor Goose,Anser canagicus,57.382,-156.34
Emperor Goose,Anser canagicus,57.403,-156.288
Emperor Goose,Anser canagicus,57.39,-156.331
Emperor Goose,Anser canagicus,57.367,-156.459
Emperor Goose,Anser canagicus,57.371,-156.253
Emperor Goose,Anser canagicus,57.355,-156.358
Emperor Goose,Anser canagicus,57.377,-156.315
Emperor Goose,Anser canagicus,57.298,-156.189
Emperor Goose,Anser canagicus,57.371,-156.297
Emperor Goose,Anser canagicus,57.329,-156.384
Emperor Goose,Anser canagicus,57.374,-156.287
Emperor Goose,Anser canagicus,57.356,-156.36
Emperor Goose,Anser canagicus,57.383,-156.315
Emperor Goose,Anser canagicus,57.392,-156.236
Emperor Goose,Anser canagicus,57.393,-156.304
Emperor Goose,Anser canagicus,57.39,-156.325
Emperor Goose,Anser canagicus,57.408,-156.329
Emperor Goose,Anser canagicus,57.362,-156.326
Emperor Goose,Anser canagicus,57.38,-156.316
Emperor Goose,Anser canagicus,57.387,-156.298
Emperor Goose,Anser canagicus,57.388,-156.227
Emperor Goose,Anser canagicus,57.198,-155.621
Emperor Goose,Anser canagicus,57.381,-156.328
Emperor Goose,Anser canagicus,58.083,-157.728
Emperor Goose,Anser canagicus,57.359,-156.241
Emperor Goose,Anser canagicus,57.374,-156.296
Emperor Goose,Anser canagicus,57.382,-156.284
Emperor Goose,Anser canagicus,57.378,-156.287
Emperor Goose,Anser canagicus,57.394,-156.246
Emperor Goose,Anser canagicus,57.392,-156.256
Emperor Goose,Anser canagicus,57.41,-156.298
Emperor Goose,Anser canagicus,57.434,-156.326
Emperor Goose,Anser canagicus,57.407,-156.248
Emperor Goose,Anser canagicus,57.424,-156.317
Emperor Goose,Anser canagicus,57.418,-156.33
Emperor Goose,Anser canagicus,57.423,-156.381
Emperor Goose,Anser canagicus,57.376,-156.301
Emperor Goose,Anser canagicus,57.391,-156.278
Emperor Goose,Anser canagicus,57.377,-156.531
Emperor Goose,Anser canagicus,57.425,-156.338
Emperor Goose,Anser canagicus,57.416,-156.31
Emperor Goose,Anser canagicus,57.423,-156.307
Emperor Goose,Anser canagicus,57.499,-156.618
Emperor Goose,Anser canagicus,57.42,-156.301
Emperor Goose,Anser canagicus,57.414,-156.305
Emperor Goose,Anser canagicus,57.38,-156.272
Emperor Goose,Anser canagicus,57.377,-156.292
Emperor Goose,Anser canagicus,57.497,-155.727
Emperor Goose,Anser canagicus,57.393,-156.235
Emperor Goose,Anser canagicus,57.313,-156.372
Emperor Goose,Anser canagicus,57.4,-156.257
Emperor Goose,Anser canagicus,57.392,-156.235
Emperor Goose,Anser canagicus,57.397,-156.29
Emperor Goose,Anser canagicus,57.392,-156.234
Emperor Goose,Anser canagicus,57.396,-156.193
Emperor Goose,Anser canagicus,55.501,-146.609
Emperor Goose,Anser canagicus,57.3,-156.499
Emperor Goose,Anser canagicus,57.291,-156.474
Emperor Goose,Anser canagicus,57.3,-156.472
Emperor Goose,Anser canagicus,57.32,-156.447
Emperor Goose,Anser canagicus,57.298,-156.489
Emperor Goose,Anser canagicus,57.489,-156.306
Emperor Goose,Anser canagicus,57.388,-156.143
Emperor Goose,Anser canagicus,57.41,-156.227
Emperor Goose,Anser canagicus,57.414,-156.213
Emperor Goose,Anser canagicus,57.374,-156.195
Emperor Goose,Anser canagicus,57.375,-156.319
Emperor Goose,Anser canagicus,57.362,-156.276
Emperor Goose,Anser canagicus,57.363,-156.266
Emperor Goose,Anser canagicus,57.424,-156.315
Emperor Goose,Anser canagicus,57.499,-156.049
Emperor Goose,Anser canagicus,57.265,-156.389
Emperor Goose,Anser canagicus,57.42,-156.313
Emperor Goose,Anser canagicus,57.45,-156.423
Emperor Goose,Anser canagicus,57.399,-156.362
Emperor Goose,Anser canagicus,57.397,-156.431
Emperor Goose,Anser canagicus,57.396,-156.339
Emperor Goose,Anser canagicus,57.343,-156.336
Emperor Goose,Anser canagicus,57.366,-156.358
Emperor Goose,Anser canagicus,57.359,-156.304
Emperor Goose,Anser canagicus,57.325,-156.34
Emperor Goose,Anser canagicus,57.417,-156.456
Emperor Goose,Anser canagicus,57.33,-155.608
Emperor Goose,Anser canagicus,57.432,-156.245
Emperor Goose,Anser canagicus,57.406,-156.242
Emperor Goose,Anser canagicus,57.433,-156.276
Emperor Goose,Anser canagicus,57.268,-156.396
Emperor Goose,Anser canagicus,57.467,-156.443
Emperor Goose,Anser canagicus,57.42,-156.299
Emperor Goose,Anser canagicus,57.438,-156.25
Emperor Goose,Anser canagicus,57.394,-156.231
Emperor Goose,Anser canagicus,57.377,-156.263
Emperor Goose,Anser canagicus,57.365,-156.224
Emperor Goose,Anser canagicus,57.353,-156.254
Emperor Goose,Anser canagicus,57.238,-156.177
Emperor Goose,Anser canagicus,57.448,-156.43
Emperor Goose,Anser canagicus,57.45,-156.292
Emperor Goose,Anser canagicus,57.449,-156.352
Emperor Goose,Anser canagicus,57.499,-156.251
Emperor Goose,Anser canagicus,57.051,-158.411
Emperor Goose,Anser canagicus,57.392,-156.226
Emperor Goose,Anser canagicus,57.393,-156.232
Emperor Goose,Anser canagicus,57.425,-156.337
Emperor Goose,Anser canagicus,57.421,-156.317
Emperor Goose,Anser canagicus,55.049,-142.992
Emperor Goose,Anser canagicus,57.396,-156.419
Emperor Goose,Anser canagicus,57.423,-156.523
Emperor Goose,Anser canagicus,57.494,-156.169
Emperor Goose,Anser canagicus,57.421,-156.31
Emperor Goose,Anser canagicus,57.437,-156.313
Emperor Goose,Anser canagicus,57.436,-156.293
Emperor Goose,Anser canagicus,57.397,-156.209
Emperor Goose,Anser canagicus,57.418,-156.249
Emperor Goose,Anser canagicus,61.141,-165.12
Emperor Goose,Anser canagicus,61.139,-165.116
Emperor Goose,Anser canagicus,61.14,-165.11
Emperor Goose,Anser canagicus,61.134,-165.094
Emperor Goose,Anser canagicus,61.162,-165.112
Emperor Goose,Anser canagicus,61.14,-165.076
Emperor Goose,Anser canagicus,60.868,-165.099
Emperor Goose,Anser canagicus,61.111,-165.117
Emperor Goose,Anser canagicus,61.121,-165.102
Emperor Goose,Anser canagicus,61.118,-165.13
Emperor Goose,Anser canagicus,61.11,-165.124
Emperor Goose,Anser canagicus,61.096,-165.124
Emperor Goose,Anser canagicus,61.117,-165.115
Emperor Goose,Anser canagicus,61.177,-165.405
Emperor Goose,Anser canagicus,61.019,-164.482
Emperor Goose,Anser canagicus,61.108,-165.123
Emperor Goose,Anser canagicus,61.103,-165.116
Emperor Goose,Anser canagicus,60.972,-164.834
Emperor Goose,Anser canagicus,61.109,-165.146
Emperor Goose,Anser canagicus,61,-165.061
Emperor Goose,Anser canagicus,61.123,-165.158
Emperor Goose,Anser canagicus,61.128,-165.05
Emperor Goose,Anser canagicus,61.099,-165.084
Emperor Goose,Anser canagicus,61.071,-166.406
Emperor Goose,Anser canagicus,60.912,-164.565
Emperor Goose,Anser canagicus,61.068,-164.995
Emperor Goose,Anser canagicus,60.709,-165.094
Emperor Goose,Anser canagicus,61.221,-166.758
Emperor Goose,Anser canagicus,61.345,-166.05
Emperor Goose,Anser canagicus,61.178,-164.844
Emperor Goose,Anser canagicus,61.097,-164.562
Emperor Goose,Anser canagicus,61.004,-164.484
Emperor Goose,Anser canagicus,61.046,-164.792
Emperor Goose,Anser canagicus,61.089,-165.062
Emperor Goose,Anser canagicus,61.278,-164.756
Emperor Goose,Anser canagicus,61.103,-165.152
Emperor Goose,Anser canagicus,61.1,-165.048
Emperor Goose,Anser canagicus,61.46,-166.921
Emperor Goose,Anser canagicus,61.123,-165.103
Emperor Goose,Anser canagicus,61.168,-165.189
Emperor Goose,Anser canagicus,61.255,-165.777
Emperor Goose,Anser canagicus,61.259,-164.984
Emperor Goose,Anser canagicus,61.429,-165.456
Emperor Goose,Anser canagicus,61.436,-165.436
Emperor Goose,Anser canagicus,61.401,-165.438
Emperor Goose,Anser canagicus,61.431,-165.438
Emperor Goose,Anser canagicus,61.449,-165.435
Emperor Goose,Anser canagicus,61.409,-165.428
Emperor Goose,Anser canagicus,61.423,-165.454
Emperor Goose,Anser canagicus,61.417,-165.432
Emperor Goose,Anser canagicus,61.396,-165.378
Emperor Goose,Anser canagicus,61.422,-165.497
Emperor Goose,Anser canagicus,61.435,-165.393
Emperor Goose,Anser canagicus,61.383,-165.441
Emperor Goose,Anser canagicus,61.383,-165.59
Emperor Goose,Anser canagicus,61.405,-165.434
Emperor Goose,Anser canagicus,61.429,-165.508
Emperor Goose,Anser canagicus,61.41,-165.517
Emperor Goose,Anser canagicus,61.459,-165.441
Emperor Goose,Anser canagicus,61.416,-165.448
Emperor Goose,Anser canagicus,61.432,-165.4
Emperor Goose,Anser canagicus,61.412,-165.398
Emperor Goose,Anser canagicus,61.406,-165.485
Emperor Goose,Anser canagicus,61.398,-165.459
Emperor Goose,Anser canagicus,61.333,-165.516
Emperor Goose,Anser canagicus,61.396,-165.517
Emperor Goose,Anser canagicus,61.406,-165.372
Emperor Goose,Anser canagicus,61.425,-165.465
Emperor Goose,Anser canagicus,61.412,-165.391
Emperor Goose,Anser canagicus,61.419,-165.431
Emperor Goose,Anser canagicus,61.385,-165.302
Emperor Goose,Anser canagicus,61.403,-165.427
Emperor Goose,Anser canagicus,61.424,-165.416
Emperor Goose,Anser canagicus,61.43,-165.383
Emperor Goose,Anser canagicus,61.399,-165.465
Emperor Goose,Anser canagicus,58.652,-152.757
Emperor Goose,Anser canagicus,61.377,-165.44
Emperor Goose,Anser canagicus,61.406,-165.41
Emperor Goose,Anser canagicus,61.405,-165.402
Emperor Goose,Anser canagicus,61.435,-165.318
Emperor Goose,Anser canagicus,61.408,-165.454
Emperor Goose,Anser canagicus,61.418,-165.458
Emperor Goose,Anser canagicus,61.408,-165.447
Emperor Goose,Anser canagicus,61.425,-165.491
Emperor Goose,Anser canagicus,61.405,-165.459
Emperor Goose,Anser canagicus,61.455,-165.453
Emperor Goose,Anser canagicus,61.406,-165.433
Emperor Goose,Anser canagicus,61.416,-165.454
Emperor Goose,Anser canagicus,61.411,-165.44
Emperor Goose,Anser canagicus,61.396,-165.475
Emperor Goose,Anser canagicus,61.404,-165.466
Emperor Goose,Anser canagicus,61.408,-165.446
Emperor Goose,Anser canagicus,61.405,-165.447
Emperor Goose,Anser canagicus,61.404,-165.483
Emperor Goose,Anser canagicus,61.413,-165.483
Emperor Goose,Anser canagicus,61.411,-165.436
Emperor Goose,Anser canagicus,61.405,-165.458
Emperor Goose,Anser canagicus,61.409,-165.485
Emperor Goose,Anser canagicus,61.421,-165.501
Emperor Goose,Anser canagicus,61.439,-165.508
Emperor Goose,Anser canagicus,61.473,-165.434
Emperor Goose,Anser canagicus,61.475,-165.536
Emperor Goose,Anser canagicus,61.455,-165.46
Emperor Goose,Anser canagicus,61.46,-165.46
Emperor Goose,Anser canagicus,61.476,-165.467
Emperor Goose,Anser canagicus,60.898,-164.765
Emperor Goose,Anser canagicus,60.868,-164.676
Emperor Goose,Anser canagicus,60.881,-164.707
Emperor Goose,Anser canagicus,60.837,-164.482
Emperor Goose,Anser canagicus,60.901,-164.727
Emperor Goose,Anser canagicus,60.891,-164.728
Emperor Goose,Anser canagicus,60.904,-164.71
Emperor Goose,Anser canagicus,60.886,-164.697
Emperor Goose,Anser canagicus,60.872,-164.758
Emperor Goose,Anser canagicus,60.902,-164.725
Emperor Goose,Anser canagicus,60.9,-164.72
Emperor Goose,Anser canagicus,60.878,-164.669
Emperor Goose,Anser canagicus,60.87,-164.645
Emperor Goose,Anser canagicus,60.903,-164.703
Emperor Goose,Anser canagicus,60.886,-164.706
Emperor Goose,Anser canagicus,60.913,-164.694
Emperor Goose,Anser canagicus,60.914,-164.678
Emperor Goose,Anser canagicus,60.96,-164.723
Emperor Goose,Anser canagicus,60.911,-164.712
Emperor Goose,Anser canagicus,60.905,-164.768
Emperor Goose,Anser canagicus,60.922,-164.706
Emperor Goose,Anser canagicus,60.911,-164.721
Emperor Goose,Anser canagicus,60.903,-164.701
Emperor Goose,Anser canagicus,60.911,-164.695
Emperor Goose,Anser canagicus,60.899,-164.715
Emperor Goose,Anser canagicus,60.914,-164.693
Emperor Goose,Anser canagicus,60.913,-164.708
Emperor Goose,Anser canagicus,60.918,-164.667
Emperor Goose,Anser canagicus,60.911,-164.703
Emperor Goose,Anser canagicus,56.845,-157.002
Emperor Goose,Anser canagicus,56.848,-157.005
Emperor Goose,Anser canagicus,56.832,-156.996
Emperor Goose,Anser canagicus,56.855,-156.985
Emperor Goose,Anser canagicus,56.816,-156.998
Emperor Goose,Anser canagicus,56.868,-157.067
Emperor Goose,Anser canagicus,56.909,-156.986
Emperor Goose,Anser canagicus,56.861,-157.04
Emperor Goose,Anser canagicus,56.865,-157.074
Emperor Goose,Anser canagicus,56.866,-157.042
Emperor Goose,Anser canagicus,56.822,-157.099
Emperor Goose,Anser canagicus,56.867,-157.069
Emperor Goose,Anser canagicus,56.873,-157.028
Emperor Goose,Anser canagicus,56.871,-157.047
Emperor Goose,Anser canagicus,56.841,-157.054
Emperor Goose,Anser canagicus,56.841,-156.965
Emperor Goose,Anser canagicus,56.755,-156.765
Emperor Goose,Anser canagicus,56.83,-157.007
Emperor Goose,Anser canagicus,56.809,-156.952
Emperor Goose,Anser canagicus,56.843,-157.051
Emperor Goose,Anser canagicus,56.835,-156.991
Emperor Goose,Anser canagicus,56.797,-156.918
Emperor Goose,Anser canagicus,56.827,-157.014
Emperor Goose,Anser canagicus,56.868,-157.162
Emperor Goose,Anser canagicus,56.808,-156.968
Emperor Goose,Anser canagicus,56.893,-157.175
Emperor Goose,Anser canagicus,56.863,-157.055
Emperor Goose,Anser canagicus,56.88,-157.095
Emperor Goose,Anser canagicus,56.867,-157.052
Emperor Goose,Anser canagicus,56.777,-157.114
Emperor Goose,Anser canagicus,56.688,-157.359
Emperor Goose,Anser canagicus,56.84,-157.006
Emperor Goose,Anser canagicus,56.883,-157.128
Emperor Goose,Anser canagicus,57.003,-157.151
Emperor Goose,Anser canagicus,56.829,-157.351
Emperor Goose,Anser canagicus,56.835,-156.954
Emperor Goose,Anser canagicus,56.803,-157.01
Emperor Goose,Anser canagicus,56.792,-157.035
Emperor Goose,Anser canagicus,56.803,-157.008
Emperor Goose,Anser canagicus,56.799,-157.024
Emperor Goose,Anser canagicus,56.817,-157.024
Emperor Goose,Anser canagicus,56.926,-156.892
Emperor Goose,Anser canagicus,56.793,-157.024
Emperor Goose,Anser canagicus,56.818,-157.154
Emperor Goose,Anser canagicus,56.83,-157.076
Emperor Goose,Anser canagicus,56.819,-156.98
Emperor Goose,Anser canagicus,56.902,-156.921
Emperor Goose,Anser canagicus,56.842,-156.95
Emperor Goose,Anser canagicus,56.829,-156.983
Emperor Goose,Anser canagicus,56.778,-156.909
Emperor Goose,Anser canagicus,56.647,-157.061
Emperor Goose,Anser canagicus,56.846,-156.918
Emperor Goose,Anser canagicus,56.802,-156.971
Emperor Goose,Anser canagicus,56.796,-157.031
Emperor Goose,Anser canagicus,56.811,-157.066
Emperor Goose,Anser canagicus,56.803,-157.016
Emperor Goose,Anser canagicus,56.799,-157.029
Emperor Goose,Anser canagicus,56.819,-157.13
Emperor Goose,Anser canagicus,56.869,-157.139
Emperor Goose,Anser canagicus,56.826,-157.11
Emperor Goose,Anser canagicus,56.864,-157.16
Emperor Goose,Anser canagicus,56.835,-157.033
Emperor Goose,Anser canagicus,56.799,-157.056
Emperor Goose,Anser canagicus,56.83,-157.221
Emperor Goose,Anser canagicus,56.834,-157.121
Emperor Goose,Anser canagicus,56.827,-157.138
Emperor Goose,Anser canagicus,56.958,-157.398
Emperor Goose,Anser canagicus,56.834,-157.307
Emperor Goose,Anser canagicus,56.802,-157.066
Emperor Goose,Anser canagicus,56.753,-157.219
Emperor Goose,Anser canagicus,56.759,-156.924
Emperor Goose,Anser canagicus,56.832,-157.005
Emperor Goose,Anser canagicus,56.916,-156.989
Emperor Goose,Anser canagicus,56.833,-157.041
Emperor Goose,Anser canagicus,56.826,-156.989
Emperor Goose,Anser canagicus,56.812,-156.973
Emperor Goose,Anser canagicus,56.817,-157.012
Emperor Goose,Anser canagicus,56.825,-157.006
Emperor Goose,Anser canagicus,56.841,-156.914
Emperor Goose,Anser canagicus,56.832,-157.039
Emperor Goose,Anser canagicus,56.857,-156.992
Emperor Goose,Anser canagicus,56.796,-156.979
Emperor Goose,Anser canagicus,57.059,-157.215
Emperor Goose,Anser canagicus,56.827,-156.952
Emperor Goose,Anser canagicus,56.838,-157.006
Emperor Goose,Anser canagicus,56.705,-157.124
Emperor Goose,Anser canagicus,56.821,-157.008
Emperor Goose,Anser canagicus,56.821,-156.962
Emperor Goose,Anser canagicus,56.834,-156.979
Emperor Goose,Anser canagicus,56.805,-157.081
Emperor Goose,Anser canagicus,56.838,-156.959
Emperor Goose,Anser canagicus,56.838,-157.012
Emperor Goose,Anser canagicus,56.804,-157.086
Emperor Goose,Anser canagicus,56.833,-156.965
Emperor Goose,Anser canagicus,56.837,-156.984
Emperor Goose,Anser canagicus,56.846,-156.941
Emperor Goose,Anser canagicus,56.851,-157.063
Emperor Goose,Anser canagicus,56.832,-156.999
Emperor Goose,Anser canagicus,56.867,-157.081
Emperor Goose,Anser canagicus,56.866,-157.045
Emperor Goose,Anser canagicus,56.837,-156.916
Emperor Goose,Anser canagicus,56.818,-157.02
Emperor Goose,Anser canagicus,56.829,-156.999
Emperor Goose,Anser canagicus,56.769,-156.891
Emperor Goose,Anser canagicus,56.819,-156.999
Emperor Goose,Anser canagicus,56.821,-156.986
Emperor Goose,Anser canagicus,56.825,-156.992
Emperor Goose,Anser canagicus,56.84,-157.003
Emperor Goose,Anser canagicus,56.835,-156.972
Emperor Goose,Anser canagicus,56.83,-156.994
Emperor Goose,Anser canagicus,56.939,-157.408
Emperor Goose,Anser canagicus,56.833,-157.053
Emperor Goose,Anser canagicus,56.828,-157.038
Emperor Goose,Anser canagicus,56.813,-157.009
Emperor Goose,Anser canagicus,56.777,-156.983
Emperor Goose,Anser canagicus,56.806,-157.049
Emperor Goose,Anser canagicus,56.789,-156.965
Emperor Goose,Anser canagicus,56.763,-157.031
Emperor Goose,Anser canagicus,56.808,-157.08
Emperor Goose,Anser canagicus,56.741,-157.163
Emperor Goose,Anser canagicus,56.833,-156.921
Emperor Goose,Anser canagicus,56.843,-156.983
Emperor Goose,Anser canagicus,56.844,-157.038
Emperor Goose,Anser canagicus,56.844,-156.966
Emperor Goose,Anser canagicus,56.803,-157.032
Emperor Goose,Anser canagicus,56.829,-156.932
Emperor Goose,Anser canagicus,56.913,-156.917
Emperor Goose,Anser canagicus,56.819,-157.05
Emperor Goose,Anser canagicus,56.838,-156.933
Emperor Goose,Anser canagicus,56.828,-156.871
Emperor Goose,Anser canagicus,56.822,-157.028
Emperor Goose,Anser canagicus,56.817,-157.178
Emperor Goose,Anser canagicus,56.792,-157.013
Emperor Goose,Anser canagicus,56.867,-156.801
Emperor Goose,Anser canagicus,56.817,-156.911
Emperor Goose,Anser canagicus,56.847,-157.204
Emperor Goose,Anser canagicus,56.8,-157.029
Emperor Goose,Anser canagicus,56.813,-157.025
Emperor Goose,Anser canagicus,56.787,-156.977
Emperor Goose,Anser canagicus,56.808,-157.032
Emperor Goose,Anser canagicus,56.809,-157.048
Emperor Goose,Anser canagicus,56.761,-157.057
Emperor Goose,Anser canagicus,56.783,-157.087
Emperor Goose,Anser canagicus,56.836,-156.898
Emperor Goose,Anser canagicus,56.805,-156.991
Emperor Goose,Anser canagicus,56.8,-156.997
Emperor Goose,Anser canagicus,56.712,-156.816
Emperor Goose,Anser canagicus,56.801,-157.039
Emperor Goose,Anser canagicus,56.801,-157.01
Emperor Goose,Anser canagicus,56.804,-157.014
Emperor Goose,Anser canagicus,56.94,-157.08
Emperor Goose,Anser canagicus,56.823,-157.102
Emperor Goose,Anser canagicus,56.88,-158.667
Emperor Goose,Anser canagicus,56.873,-158.697
Emperor Goose,Anser canagicus,56.842,-158.619
Emperor Goose,Anser canagicus,56.925,-158.774
Emperor Goose,Anser canagicus,56.906,-158.796
Emperor Goose,Anser canagicus,58.79,-161.709
Emperor Goose,Anser canagicus,58.785,-161.727
Emperor Goose,Anser canagicus,58.787,-161.732
Emperor Goose,Anser canagicus,58.799,-161.741
Emperor Goose,Anser canagicus,58.791,-161.72
Emperor Goose,Anser canagicus,58.796,-161.757
Emperor Goose,Anser canagicus,58.808,-161.8
Emperor Goose,Anser canagicus,61.465,-165.398
Emperor Goose,Anser canagicus,61.429,-165.351
Emperor Goose,Anser canagicus,61.478,-165.408
Emperor Goose,Anser canagicus,61.418,-165.401
Emperor Goose,Anser canagicus,61.431,-165.475
Emperor Goose,Anser canagicus,61.422,-165.442
Emperor Goose,Anser canagicus,61.433,-165.42
Emperor Goose,Anser canagicus,61.435,-165.438
Emperor Goose,Anser canagicus,61.426,-165.45
Emperor Goose,Anser canagicus,61.431,-165.42
Emperor Goose,Anser canagicus,61.426,-165.425
Emperor Goose,Anser canagicus,61.428,-165.416
Emperor Goose,Anser canagicus,61.43,-165.383
Emperor Goose,Anser canagicus,61.427,-165.467
Emperor Goose,Anser canagicus,61.423,-165.429
Emperor Goose,Anser canagicus,61.428,-165.454
Emperor Goose,Anser canagicus,61.394,-165.443
Emperor Goose,Anser canagicus,61.425,-165.424
Emperor Goose,Anser canagicus,61.445,-165.417
Emperor Goose,Anser canagicus,61.44,-165.461
Emperor Goose,Anser canagicus,61.431,-165.443
Emperor Goose,Anser canagicus,61.428,-165.44
Emperor Goose,Anser canagicus,61.435,-165.445
Emperor Goose,Anser canagicus,61.342,-165.163
Emperor Goose,Anser canagicus,61.44,-165.416
Emperor Goose,Anser canagicus,61.428,-165.434
Emperor Goose,Anser canagicus,61.407,-165.431
Emperor Goose,Anser canagicus,61.46,-165.399
Emperor Goose,Anser canagicus,61.444,-165.484
Emperor Goose,Anser canagicus,61.471,-165.216
Emperor Goose,Anser canagicus,61.345,-165.32
Emperor Goose,Anser canagicus,61.379,-165.516
Emperor Goose,Anser canagicus,61.429,-165.395
Emperor Goose,Anser canagicus,61.442,-165.307
Emperor Goose,Anser canagicus,61.413,-165.391
Emperor Goose,Anser canagicus,61.436,-165.453
Emperor Goose,Anser canagicus,61.404,-165.397
Emperor Goose,Anser canagicus,61.431,-165.406
Emperor Goose,Anser canagicus,61.435,-165.305
Emperor Goose,Anser canagicus,61.426,-165.388
Emperor Goose,Anser canagicus,61.42,-165.338
Emperor Goose,Anser canagicus,61.438,-165.367
Emperor Goose,Anser canagicus,61.441,-165.366
Emperor Goose,Anser canagicus,61.405,-165.395
Emperor Goose,Anser canagicus,61.434,-165.391
Emperor Goose,Anser canagicus,61.422,-165.413
Emperor Goose,Anser canagicus,61.424,-165.427
Emperor Goose,Anser canagicus,61.399,-165.34
Emperor Goose,Anser canagicus,61.421,-165.433
Emperor Goose,Anser canagicus,61.436,-165.366
Emperor Goose,Anser canagicus,61.433,-165.391
Emperor Goose,Anser canagicus,61.407,-165.383
Emperor Goose,Anser canagicus,61.407,-165.412
Emperor Goose,Anser canagicus,61.422,-165.399
Emperor Goose,Anser canagicus,61.432,-165.369
Emperor Goose,Anser canagicus,61.413,-165.395
Emperor Goose,Anser canagicus,61.443,-165.464
Emperor Goose,Anser canagicus,61.414,-165.404
Emperor Goose,Anser canagicus,61.416,-165.405
Emperor Goose,Anser canagicus,61.42,-165.334
Emperor Goose,Anser canagicus,61.174,-164.567
Emperor Goose,Anser canagicus,61.429,-165.45
Emperor Goose,Anser canagicus,61.416,-165.367
Emperor Goose,Anser canagicus,61.414,-165.413
Emperor Goose,Anser canagicus,61.421,-165.504
