Animal_Name,Animal_Species,Latitude,Longitude
Emperor Goose,Anser canagicus,58.808,-158.697
Emperor Goose,Anser canagicus,58.806,-158.718
Emperor Goose,Anser canagicus,58.832,-158.62
Emperor Goose,Anser canagicus,58.871,-161.953
Emperor Goose,Anser canagicus,58.89,-161.974
Emperor Goose,Anser canagicus,59.116,-161.485
Emperor Goose,Anser canagicus,59.168,-161.895
Emperor Goose,Anser canagicus,59.736,-162.68
Emperor Goose,Anser canagicus,59.786,-162.781
Emperor Goose,Anser canagicus,59.822,-162.916
Emperor Goose,Anser canagicus,59.959,-163.112
Emperor Goose,Anser canagicus,59.89,-162.648
Emperor Goose,Anser canagicus,60.118,-163.557
Emperor Goose,Anser canagicus,60.162,-163.977
Emperor Goose,Anser canagicus,60.521,-163.906
Emperor Goose,Anser canagicus,60.311,-163.958
Emperor Goose,Anser canagicus,60.415,-164.567
Emperor Goose,Anser canagicus,60.434,-164.555
Emperor Goose,Anser canagicus,61.273,-165.554
Emperor Goose,Anser canagicus,61.305,-165.627
Emperor Goose,Anser canagicus,61.348,-165.992
Emperor Goose,Anser canagicus,61.428,-165.42
Emperor Goose,Anser canagicus,61.053,-165.491
Emperor Goose,Anser canagicus,61.395,-165.542
Emperor Goose,Anser canagicus,61.322,-166.137
Emperor Goose,Anser canagicus,61.631,-164.558
Emperor Goose,Anser canagicus,61.418,-165.516
Emperor Goose,Anser canagicus,61.434,-165.512
Emperor Goose,Anser canagicus,61.406,-165.486
Emperor Goose,Anser canagicus,61.403,-165.48
Emperor Goose,Anser canagicus,61.411,-165.479
Emperor Goose,Anser canagicus,61.334,-165.684
Emperor Goose,Anser canagicus,61.386,-165.435
Emperor Goose,Anser canagicus,61.426,-165.425
Emperor Goose,Anser canagicus,61.408,-165.485
Emperor Goose,Anser canagicus,61.395,-165.517
Emperor Goose,Anser canagicus,61.405,-165.509
Emperor Goose,Anser canagicus,61.43,-165.488
Emperor Goose,Anser canagicus,61.392,-165.467
Emperor Goose,Anser canagicus,61.407,-165.465
Emperor Goose,Anser canagicus,61.408,-165.474
Emperor Goose,Anser canagicus,61.407,-165.505
Emperor Goose,Anser canagicus,61.408,-165.509
Emperor Goose,Anser canagicus,58.526,-153.513
Emperor Goose,Anser canagicus,61.414,-165.453
Emperor Goose,Anser canagicus,61.404,-165.44
Emperor Goose,Anser canagicus,61.399,-165.487
Emperor Goose,Anser canagicus,61.379,-165.522
Emperor Goose,Anser canagicus,61.453,-165.312
Emperor Goose,Anser canagicus,61.397,-165.488
Emperor Goose,Anser canagicus,61.431,-165.447
Emperor Goose,Anser canagicus,61.412,-165.515
Emperor Goose,Anser canagicus,61.421,-165.674
Emperor Goose,Anser canagicus,61.411,-165.504
Emperor Goose,Anser canagicus,61.353,-165.425
Emperor Goose,Anser canagicus,61.4,-165.5
Emperor Goose,Anser canagicus,61.438,-165.463
Emperor Goose,Anser canagicus,61.411,-165.462
Emperor Goose,Anser canagicus,61.421,-165.536
Emperor Goose,Anser canagicus,61.411,-165.513
Emperor Goose,Anser canagicus,61.41,-165.475
Emperor Goose,Anser canagicus,61.358,-165.449
Emperor Goose,Anser canagicus,61.413,-165.51
Emperor Goose,Anser canagicus,61.429,-165.288
Emperor Goose,Anser canagicus,61.413,-165.5
Emperor Goose,Anser canagicus,61.418,-165.53
Emperor Goose,Anser canagicus,61.41,-165.499
Emperor Goose,Anser canagicus,61.413,-165.522
Emperor Goose,Anser canagicus,61.414,-165.478
Emperor Goose,Anser canagicus,61.412,-165.493
Emperor Goose,Anser canagicus,61.389,-165.512
Emperor Goose,Anser canagicus,61.432,-165.502
Emperor Goose,Anser canagicus,61.418,-165.498
Emperor Goose,Anser canagicus,61.403,-165.59
Emperor Goose,Anser canagicus,61.336,-165.476
Emperor Goose,Anser canagicus,61.429,-165.504
Emperor Goose,Anser canagicus,61.282,-166.262
Emperor Goose,Anser canagicus,61.42,-165.487
Emperor Goose,Anser canagicus,61.421,-165.475
Emperor Goose,Anser canagicus,61.443,-165.548
Emperor Goose,Anser canagicus,61.398,-165.392
Emperor Goose,Anser canagicus,61.416,-165.513
Emperor Goose,Anser canagicus,61.4,-165.495
Emperor Goose,Anser canagicus,61.405,-165.6
Emperor Goose,Anser canagicus,61.418,-165.485
Emperor Goose,Anser canagicus,61.416,-165.487
Emperor Goose,Anser canagicus,61.378,-166.191
Emperor Goose,Anser canagicus,61.406,-165.459
Emperor Goose,Anser canagicus,61.403,-165.506
Emperor Goose,Anser canagicus,61.395,-165.551
Emperor Goose,Anser canagicus,61.429,-165.539
Emperor Goose,Anser canagicus,61.4,-165.495
Emperor Goose,Anser canagicus,61.385,-165.494
Emperor Goose,Anser canagicus,61.396,-165.525
Emperor Goose,Anser canagicus,61.403,-165.505
Emperor Goose,Anser canagicus,61.398,-165.492
Emperor Goose,Anser canagicus,61.402,-165.597
Emperor Goose,Anser canagicus,61.448,-165.45
Emperor Goose,Anser canagicus,61.432,-165.468
Emperor Goose,Anser canagicus,61.464,-165.669
Emperor Goose,Anser canagicus,61.504,-165.136
Emperor Goose,Anser canagicus,61.401,-165.534
Emperor Goose,Anser canagicus,61.407,-165.505
Emperor Goose,Anser canagicus,60.788,-162.862
Emperor Goose,Anser canagicus,61.373,-165.416
Emperor Goose,Anser canagicus,61.404,-165.508
Emperor Goose,Anser canagicus,61.464,-166.111
Emperor Goose,Anser canagicus,61.361,-165.42
Emperor Goose,Anser canagicus,61.506,-165.369
Emperor Goose,Anser canagicus,61.726,-165.917
Emperor Goose,Anser canagicus,61.418,-165.604
Emperor Goose,Anser canagicus,61.38,-165.108
Emperor Goose,Anser canagicus,61.394,-165.551
Emperor Goose,Anser canagicus,61.347,-165.103
Emperor Goose,Anser canagicus,61.417,-165.327
Emperor Goose,Anser canagicus,61.382,-165.174
Emperor Goose,Anser canagicus,60.265,-161.027
Emperor Goose,Anser canagicus,61.394,-165.502
Emperor Goose,Anser canagicus,61.415,-165.481
Emperor Goose,Anser canagicus,61.396,-165.579
Emperor Goose,Anser canagicus,61.27,-165.365
Emperor Goose,Anser canagicus,61.399,-165.526
Emperor Goose,Anser canagicus,61.413,-165.511
Emperor Goose,Anser canagicus,61.381,-165.267
Emperor Goose,Anser canagicus,61.417,-165.515
Emperor Goose,Anser canagicus,61.41,-165.551
Emperor Goose,Anser canagicus,61.42,-165.5
Emperor Goose,Anser canagicus,61.439,-165.508
Emperor Goose,Anser canagicus,61.415,-165.534
Emperor Goose,Anser canagicus,61.468,-165.562
Emperor Goose,Anser canagicus,61.414,-165.524
Emperor Goose,Anser canagicus,61.407,-165.717
Emperor Goose,Anser canagicus,61.413,-165.526
Emperor Goose,Anser canagicus,61.463,-165.507
Emperor Goose,Anser canagicus,61.409,-165.692
Emperor Goose,Anser canagicus,61.416,-165.523
Emperor Goose,Anser canagicus,61.408,-165.515
Emperor Goose,Anser canagicus,61.422,-166.336
Emperor Goose,Anser canagicus,61.378,-165.659
Emperor Goose,Anser canagicus,61.464,-165.546
Emperor Goose,Anser canagicus,61.46,-165.306
Emperor Goose,Anser canagicus,61.425,-165.464
Emperor Goose,Anser canagicus,61.404,-165.511
Emperor Goose,Anser canagicus,61.431,-165.38
Emperor Goose,Anser canagicus,61.405,-165.511
Emperor Goose,Anser canagicus,62.64,-158.17
Emperor Goose,Anser canagicus,61.404,-165.443
Emperor Goose,Anser canagicus,61.402,-165.495
Emperor Goose,Anser canagicus,61.443,-165.552
Emperor Goose,Anser canagicus,61.401,-165.517
Emperor Goose,Anser canagicus,61.151,-166.28
Emperor Goose,Anser canagicus,61.41,-165.522
Emperor Goose,Anser canagicus,61.381,-165.345
Emperor Goose,Anser canagicus,61.359,-165.56
Emperor Goose,Anser canagicus,61.337,-165.603
Emperor Goose,Anser canagicus,61.386,-165.594
Emperor Goose,Anser canagicus,61.341,-165.517
Emperor Goose,Anser canagicus,61.418,-165.442
Emperor Goose,Anser canagicus,61.402,-165.456
Emperor Goose,Anser canagicus,61.422,-165.645
Emperor Goose,Anser canagicus,61.439,-165.347
Emperor Goose,Anser canagicus,63.355,-174.918
Emperor Goose,Anser canagicus,61.405,-165.251
Emperor Goose,Anser canagicus,61.387,-165.459
Emperor Goose,Anser canagicus,61.471,-165.135
Emperor Goose,Anser canagicus,61.361,-165.453
Emperor Goose,Anser canagicus,61.405,-165.512
Emperor Goose,Anser canagicus,61.506,-166.04
Emperor Goose,Anser canagicus,61.6,-165.719
Emperor Goose,Anser canagicus,61.401,-165.512
Emperor Goose,Anser canagicus,61.417,-165.54
Emperor Goose,Anser canagicus,61.416,-165.55
Emperor Goose,Anser canagicus,61.415,-165.519
Emperor Goose,Anser canagicus,61.464,-165.612
Emperor Goose,Anser canagicus,61.402,-165.494
Emperor Goose,Anser canagicus,61.368,-165.741
Emperor Goose,Anser canagicus,61.403,-165.539
Emperor Goose,Anser canagicus,61.406,-165.492
Emperor Goose,Anser canagicus,61.396,-165.586
Emperor Goose,Anser canagicus,61.428,-165.128
Emperor Goose,Anser canagicus,61.395,-165.519
Emperor Goose,Anser canagicus,61.39,-165.459
Emperor Goose,Anser canagicus,61.419,-165.346
Emperor Goose,Anser canagicus,61.376,-165.731
Emperor Goose,Anser canagicus,61.418,-165.513
Emperor Goose,Anser canagicus,61.411,-165.515
Emperor Goose,Anser canagicus,61.606,-165.782
Emperor Goose,Anser canagicus,61.408,-165.528
Emperor Goose,Anser canagicus,61.428,-165.511
Emperor Goose,Anser canagicus,61.428,-165.485
Emperor Goose,Anser canagicus,61.374,-165.552
Emperor Goose,Anser canagicus,61.403,-165.572
Emperor Goose,Anser canagicus,61.51,-164.941
Emperor Goose,Anser canagicus,61.415,-165.538
Emperor Goose,Anser canagicus,61.407,-165.519
Emperor Goose,Anser canagicus,61.41,-165.396
Emperor Goose,Anser canagicus,61.396,-165.447
Emperor Goose,Anser canagicus,61.415,-165.529
Emperor Goose,Anser canagicus,61.423,-165.542
Emperor Goose,Anser canagicus,61.369,-166.322
Emperor Goose,Anser canagicus,61.41,-165.526
Emperor Goose,Anser canagicus,61.392,-165.687
Emperor Goose,Anser canagicus,61.372,-165.469
Emperor Goose,Anser canagicus,61.385,-165.272
Emperor Goose,Anser canagicus,61.377,-165.555
Emperor Goose,Anser canagicus,61.365,-165.561
Emperor Goose,Anser canagicus,61.373,-165.634
Emperor Goose,Anser canagicus,61.382,-165.544
Emperor Goose,Anser canagicus,61.331,-165.579
Emperor Goose,Anser canagicus,61.35,-165.821
Emperor Goose,Anser canagicus,61.417,-165.946
Emperor Goose,Anser canagicus,61.405,-165.447
Emperor Goose,Anser canagicus,61.404,-165.502
Emperor Goose,Anser canagicus,61.415,-165.462
Emperor Goose,Anser canagicus,61.411,-165.507
Emperor Goose,Anser canagicus,61.403,-165.529
Emperor Goose,Anser canagicus,61.407,-165.504
Emperor Goose,Anser canagicus,61.398,-165.534
Emperor Goose,Anser canagicus,61.432,-165.394
Emperor Goose,Anser canagicus,61.427,-165.492
Emperor Goose,Anser canagicus,61.494,-165.53
Emperor Goose,Anser canagicus,61.409,-165.54
Emperor Goose,Anser canagicus,61.387,-165.591
Emperor Goose,Anser canagicus,61.403,-165.498
Emperor Goose,Anser canagicus,61.407,-165.611
Emperor Goose,Anser canagicus,61.39,-165.565
Emperor Goose,Anser canagicus,61.418,-165.555
Emperor Goose,Anser canagicus,61.335,-165.544
Emperor Goose,Anser canagicus,61.427,-165.459
Emperor Goose,Anser canagicus,61.411,-165.53
Emperor Goose,Anser canagicus,61.424,-165.544
Emperor Goose,Anser canagicus,61.435,-165.392
Emperor Goose,Anser canagicus,61.432,-165.472
Emperor Goose,Anser canagicus,61.579,-164.743
Emperor Goose,Anser canagicus,61.397,-165.482
Emperor Goose,Anser canagicus,61.309,-164.895
Emperor Goose,Anser canagicus,61.417,-165.045
Emperor Goose,Anser canagicus,61.419,-165.519
Emperor Goose,Anser canagicus,61.414,-165.506
Emperor Goose,Anser canagicus,61.41,-165.561
Emperor Goose,Anser canagicus,61.389,-165.497
Emperor Goose,Anser canagicus,61.411,-165.683
Emperor Goose,Anser canagicus,61.582,-165.687
Emperor Goose,Anser canagicus,61.39,-165.482
Emperor Goose,Anser canagicus,61.409,-165.506
Emperor Goose,Anser canagicus,61.43,-166.501
Emperor Goose,Anser canagicus,61.381,-165.557
Emperor Goose,Anser canagicus,61.356,-165.511
Emperor Goose,Anser canagicus,61.368,-165.591
Emperor Goose,Anser canagicus,61.38,-165.609
Emperor Goose,Anser canagicus,61.386,-165.534
Emperor Goose,Anser canagicus,61.383,-165.483
Emperor Goose,Anser canagicus,61.403,-165.772
Emperor Goose,Anser canagicus,61.372,-165.558
Emperor Goose,Anser canagicus,61.37,-165.56
Emperor Goose,Anser canagicus,61.365,-165.541
Emperor Goose,Anser canagicus,61.406,-165.482
Emperor Goose,Anser canagicus,61.382,-165.461
Emperor Goose,Anser canagicus,61.468,-165.112
Emperor Goose,Anser canagicus,61.406,-165.457
Emperor Goose,Anser canagicus,61.412,-165.514
Emperor Goose,Anser canagicus,61.411,-165.514
Emperor Goose,Anser canagicus,61.411,-165.514
Emperor Goose,Anser canagicus,61.428,-165.431
Emperor Goose,Anser canagicus,61.407,-165.544
Emperor Goose,Anser canagicus,65.217,-172.193
Emperor Goose,Anser canagicus,65.219,-172.175
Emperor Goose,Anser canagicus,65.124,-172.583
Emperor Goose,Anser canagicus,65.218,-172.196
Emperor Goose,Anser canagicus,65.219,-172.204
Emperor Goose,Anser canagicus,65.219,-172.199
Emperor Goose,Anser canagicus,65.208,-172.195
Emperor Goose,Anser canagicus,65.232,-172.279
Emperor Goose,Anser canagicus,68.113,-177.051
Emperor Goose,Anser canagicus,68.202,-177.564
Emperor Goose,Anser canagicus,68.185,-177.664
Emperor Goose,Anser canagicus,68.26,-177.746
Emperor Goose,Anser canagicus,68.43,-178.095
Emperor Goose,Anser canagicus,64.4,-158.641
Emperor Goose,Anser canagicus,68.383,-178.004
Emperor Goose,Anser canagicus,68.413,-177.858
Emperor Goose,Anser canagicus,68.392,-177.992
Emperor Goose,Anser canagicus,68.237,-177.626
Emperor Goose,Anser canagicus,68.39,-177.975
Emperor Goose,Anser canagicus,68.609,-178.667
Emperor Goose,Anser canagicus,68.569,-178.874
Emperor Goose,Anser canagicus,68.724,-179.115
Emperor Goose,Anser canagicus,68.633,-178.724
Emperor Goose,Anser canagicus,68.627,-178.761
Emperor Goose,Anser canagicus,68.645,-178.777
Emperor Goose,Anser canagicus,68.636,-178.75
Emperor Goose,Anser canagicus,68.713,-179.286
Emperor Goose,Anser canagicus,68.642,-178.82
Emperor Goose,Anser canagicus,68.647,-178.773
Emperor Goose,Anser canagicus,68.652,-178.612
Emperor Goose,Anser canagicus,68.64,-178.78
Emperor Goose,Anser canagicus,68.622,-178.703
Emperor Goose,Anser canagicus,68.628,-178.733
Emperor Goose,Anser canagicus,69.016,-175.598
Emperor Goose,Anser canagicus,68.652,-178.637
Emperor Goose,Anser canagicus,68.635,-178.788
Emperor Goose,Anser canagicus,68.608,-178.82
Emperor Goose,Anser canagicus,68.527,-179.323
Emperor Goose,Anser canagicus,68.529,-178.621
Emperor Goose,Anser canagicus,68.624,-178.832
Emperor Goose,Anser canagicus,68.638,-178.762
Emperor Goose,Anser canagicus,68.601,-178.87
Emperor Goose,Anser canagicus,68.603,-178.888
Emperor Goose,Anser canagicus,68.593,-178.842
Emperor Goose,Anser canagicus,68.613,-178.889
Emperor Goose,Anser canagicus,68.629,-178.789
Emperor Goose,Anser canagicus,68.655,-178.956
Emperor Goose,Anser canagicus,68.614,-178.837
Emperor Goose,Anser canagicus,68.643,-178.681
Emperor Goose,Anser canagicus,68.581,-178.922
Emperor Goose,Anser canagicus,68.621,-178.846
Emperor Goose,Anser canagicus,68.6,-178.822
Emperor Goose,Anser canagicus,68.619,-178.822
Emperor Goose,Anser canagicus,68.597,-178.874
Emperor Goose,Anser canagicus,68.601,-178.871
Emperor Goose,Anser canagicus,68.602,-178.779
Emperor Goose,Anser canagicus,68.579,-178.806
Emperor Goose,Anser canagicus,68.595,-178.762
Emperor Goose,Anser canagicus,68.599,-178.758
Emperor Goose,Anser canagicus,68.637,-178.877
Emperor Goose,Anser canagicus,68.574,-178.638
Emperor Goose,Anser canagicus,68.719,-179.078
Emperor Goose,Anser canagicus,68.58,-178.647
Emperor Goose,Anser canagicus,68.603,-178.756
Emperor Goose,Anser canagicus,68.517,-178.12
Emperor Goose,Anser canagicus,68.618,-178.801
Emperor Goose,Anser canagicus,68.586,-178.439
Emperor Goose,Anser canagicus,68.615,-178.804
Emperor Goose,Anser canagicus,68.481,-178.761
Emperor Goose,Anser canagicus,68.606,-178.806
Emperor Goose,Anser canagicus,68.6,-178.834
Emperor Goose,Anser canagicus,68.607,-178.814
Emperor Goose,Anser canagicus,74.457,152.531
Emperor Goose,Anser canagicus,68.599,-178.792
Emperor Goose,Anser canagicus,68.585,-178.789
Emperor Goose,Anser canagicus,68.599,-178.737
Emperor Goose,Anser canagicus,68.588,-178.708
Emperor Goose,Anser canagicus,68.608,-178.735
Emperor Goose,Anser canagicus,85.513,63.126
Emperor Goose,Anser canagicus,68.582,-178.738
Emperor Goose,Anser canagicus,68.596,-178.761
Emperor Goose,Anser canagicus,68.598,-178.799
Emperor Goose,Anser canagicus,68.599,-178.803
Emperor Goose,Anser canagicus,68.613,-178.681
Emperor Goose,Anser canagicus,68.591,-178.72
Emperor Goose,Anser canagicus,68.685,-178.829
Emperor Goose,Anser canagicus,68.574,-178.77
Emperor Goose,Anser canagicus,68.661,-178.73
Emperor Goose,Anser canagicus,68.533,-178.664
Emperor Goose,Anser canagicus,68.602,-178.702
Emperor Goose,Anser canagicus,68.676,-178.199
Emperor Goose,Anser canagicus,68.605,-178.703
Emperor Goose,Anser canagicus,68.573,-178.906
Emperor Goose,Anser canagicus,87.477,45.188
Emperor Goose,Anser canagicus,68.607,-178.753
Emperor Goose,Anser canagicus,68.612,-178.844
Emperor Goose,Anser canagicus,68.608,-178.753
Emperor Goose,Anser canagicus,68.579,-178.898
Emperor Goose,Anser canagicus,68.618,-178.726
Emperor Goose,Anser canagicus,68.608,-178.742
Emperor Goose,Anser canagicus,68.609,-178.924
Emperor Goose,Anser canagicus,68.616,-178.726
Emperor Goose,Anser canagicus,68.612,-178.752
Emperor Goose,Anser canagicus,68.614,-178.753
Emperor Goose,Anser canagicus,68.626,-178.613
Emperor Goose,Anser canagicus,67.837,175.67
Emperor Goose,Anser canagicus,68.553,-178.884
Emperor Goose,Anser canagicus,68.598,-178.833
Emperor Goose,Anser canagicus,68.491,-178.766
Emperor Goose,Anser canagicus,68.602,-178.808
Emperor Goose,Anser canagicus,68.603,-178.799
Emperor Goose,Anser canagicus,68.602,-178.801
Emperor Goose,Anser canagicus,68.609,-178.803
Emperor Goose,Anser canagicus,68.607,-178.796
Emperor Goose,Anser canagicus,68.619,-178.826
Emperor Goose,Anser canagicus,68.588,-178.741
Emperor Goose,Anser canagicus,68.616,-178.785
Emperor Goose,Anser canagicus,68.709,-178.99
Emperor Goose,Anser canagicus,68.605,-178.8
Emperor Goose,Anser canagicus,68.611,-178.686
Emperor Goose,Anser canagicus,68.619,-178.833
Emperor Goose,Anser canagicus,68.635,-178.831
Emperor Goose,Anser canagicus,68.615,-178.789
Emperor Goose,Anser canagicus,68.538,-178.96
Emperor Goose,Anser canagicus,68.616,-178.834
Emperor Goose,Anser canagicus,68.632,-178.885
Emperor Goose,Anser canagicus,68.618,-178.833
Emperor Goose,Anser canagicus,68.61,-178.672
Emperor Goose,Anser canagicus,68.605,-178.85
Emperor Goose,Anser canagicus,68.616,-178.857
Emperor Goose,Anser canagicus,68.585,-178.665
Emperor Goose,Anser canagicus,68.628,-178.807
Emperor Goose,Anser canagicus,68.472,-179.524
Emperor Goose,Anser canagicus,68.626,-178.857
Emperor Goose,Anser canagicus,68.586,-178.765
Emperor Goose,Anser canagicus,68.637,-178.77
Emperor Goose,Anser canagicus,68.604,-178.739
Emperor Goose,Anser canagicus,68.631,-178.864
Emperor Goose,Anser canagicus,68.635,-178.836
Emperor Goose,Anser canagicus,68.63,-178.858
Emperor Goose,Anser canagicus,68.599,-178.858
Emperor Goose,Anser canagicus,68.63,-178.875
Emperor Goose,Anser canagicus,68.629,-178.801
Emperor Goose,Anser canagicus,68.585,-178.826
Emperor Goose,Anser canagicus,68.628,-178.85
Emperor Goose,Anser canagicus,68.586,-178.794
Emperor Goose,Anser canagicus,68.614,-178.87
Emperor Goose,Anser canagicus,68.61,-178.881
Emperor Goose,Anser canagicus,68.606,-178.863
Emperor Goose,Anser canagicus,68.631,-178.838
Emperor Goose,Anser canagicus,68.594,-178.881
Emperor Goose,Anser canagicus,68.603,-178.813
Emperor Goose,Anser canagicus,68.557,-178.999
Emperor Goose,Anser canagicus,68.659,-178.569
Emperor Goose,Anser canagicus,68.595,-178.89
Emperor Goose,Anser canagicus,68.575,-178.773
Emperor Goose,Anser canagicus,68.598,-178.738
Emperor Goose,Anser canagicus,68.611,-178.8
Emperor Goose,Anser canagicus,68.6,-178.796
Emperor Goose,Anser canagicus,68.656,-178.604
Emperor Goose,Anser canagicus,68.668,-178.702
Emperor Goose,Anser canagicus,66.311,-167.235
Emperor Goose,Anser canagicus,68.654,-179.076
Emperor Goose,Anser canagicus,68.624,-178.706
Emperor Goose,Anser canagicus,68.649,-178.66
Emperor Goose,Anser canagicus,68.641,-178.75
Emperor Goose,Anser canagicus,68.662,-178.618
Emperor Goose,Anser canagicus,68.64,-178.711
Emperor Goose,Anser canagicus,68.652,-178.582
Emperor Goose,Anser canagicus,68.63,-178.671
Emperor Goose,Anser canagicus,68.647,-178.714
Emperor Goose,Anser canagicus,68.661,-178.644
Emperor Goose,Anser canagicus,68.636,-178.674
Emperor Goose,Anser canagicus,68.621,-178.598
Emperor Goose,Anser canagicus,68.722,-178.513
Emperor Goose,Anser canagicus,68.629,-178.6
Emperor Goose,Anser canagicus,68.623,-178.625
Emperor Goose,Anser canagicus,68.636,-178.59
Emperor Goose,Anser canagicus,68.642,-178.645
Emperor Goose,Anser canagicus,68.63,-178.637
Emperor Goose,Anser canagicus,68.59,-178.727
Emperor Goose,Anser canagicus,68.616,-178.702
Emperor Goose,Anser canagicus,68.636,-178.676
Emperor Goose,Anser canagicus,68.6,-178.748
Emperor Goose,Anser canagicus,68.611,-178.724
Emperor Goose,Anser canagicus,68.599,-178.772
Emperor Goose,Anser canagicus,68.537,-179.204
Emperor Goose,Anser canagicus,68.613,-178.698
Emperor Goose,Anser canagicus,68.616,-178.712
Emperor Goose,Anser canagicus,68.629,-178.744
Emperor Goose,Anser canagicus,68.622,-178.683
Emperor Goose,Anser canagicus,68.616,-178.713
Emperor Goose,Anser canagicus,68.641,-178.639
Emperor Goose,Anser canagicus,68.641,-178.639
Emperor Goose,Anser canagicus,68.656,-178.633
Emperor Goose,Anser canagicus,68.644,-178.631
Emperor Goose,Anser canagicus,68.615,-178.673
Emperor Goose,Anser canagicus,68.468,-178.028
Emperor Goose,Anser canagicus,68.599,-178.797
Emperor Goose,Anser canagicus,68.616,-178.69
Emperor Goose,Anser canagicus,68.537,-178.635
Emperor Goose,Anser canagicus,68.652,-178.591
Emperor Goose,Anser canagicus,68.626,-178.725
Emperor Goose,Anser canagicus,68.62,-178.682
Emperor Goose,Anser canagicus,69.693,171.803
Emperor Goose,Anser canagicus,69.648,-173.599
Emperor Goose,Anser canagicus,68.654,-178.764
Emperor Goose,Anser canagicus,68.567,-178.554
Emperor Goose,Anser canagicus,67.958,179.409
Emperor Goose,Anser canagicus,68.578,-178.712
Emperor Goose,Anser canagicus,61.192,-165.237
Emperor Goose,Anser canagicus,61.243,-164.994
Emperor Goose,Anser canagicus,61.13,-165.217
Emperor Goose,Anser canagicus,61.172,-165.136
Emperor Goose,Anser canagicus,61.169,-165.143
Emperor Goose,Anser canagicus,61.171,-165.149
Emperor Goose,Anser canagicus,61.177,-165.11
Emperor Goose,Anser canagicus,61.133,-164.636
Emperor Goose,Anser canagicus,61.17,-165.137
Emperor Goose,Anser canagicus,61.177,-165.133
Emperor Goose,Anser canagicus,61.182,-165.149
Emperor Goose,Anser canagicus,61.181,-165.171
Emperor Goose,Anser canagicus,61.174,-165.157
Emperor Goose,Anser canagicus,61.172,-165.087
Emperor Goose,Anser canagicus,61.119,-165.239
Emperor Goose,Anser canagicus,61.144,-165.769
Emperor Goose,Anser canagicus,61.178,-165.267
Emperor Goose,Anser canagicus,61.18,-165.068
Emperor Goose,Anser canagicus,61.165,-165.223
Emperor Goose,Anser canagicus,61.111,-165.169
Emperor Goose,Anser canagicus,61.175,-165.149
Emperor Goose,Anser canagicus,61.157,-165.238
Emperor Goose,Anser canagicus,61.178,-165.122
Emperor Goose,Anser canagicus,61.152,-165.19
Emperor Goose,Anser canagicus,61.168,-165.195
Emperor Goose,Anser canagicus,61.306,-165.171
Emperor Goose,Anser canagicus,60.986,-165.313
Emperor Goose,Anser canagicus,61.161,-165.474
Emperor Goose,Anser canagicus,61.164,-165.169
Emperor Goose,Anser canagicus,61.159,-165.181
Emperor Goose,Anser canagicus,61.172,-165.187
Emperor Goose,Anser canagicus,61.181,-165.215
Emperor Goose,Anser canagicus,61.172,-165.184
Emperor Goose,Anser canagicus,61.168,-165.146
Emperor Goose,Anser canagicus,61.174,-165.206
Emperor Goose,Anser canagicus,61.066,-165.572
Emperor Goose,Anser canagicus,61.151,-165.13
Emperor Goose,Anser canagicus,61.081,-165.223
Emperor Goose,Anser canagicus,61.144,-165.136
Emperor Goose,Anser canagicus,61.141,-165.152
Emperor Goose,Anser canagicus,61.134,-165.127
Emperor Goose,Anser canagicus,61.172,-165.167
Emperor Goose,Anser canagicus,61.206,-165.193
Emperor Goose,Anser canagicus,61.13,-165.108
Emperor Goose,Anser canagicus,61.089,-165.235
Emperor Goose,Anser canagicus,61.123,-165.239
Emperor Goose,Anser canagicus,61.151,-165.038
Emperor Goose,Anser canagicus,61.135,-165.166
Emperor Goose,Anser canagicus,60.808,-164.638
Emperor Goose,Anser canagicus,60.816,-164.637
Emperor Goose,Anser canagicus,60.811,-164.63
Emperor Goose,Anser canagicus,60.802,-164.757
Emperor Goose,Anser canagicus,60.811,-164.534
Emperor Goose,Anser canagicus,60.847,-164.439
Emperor Goose,Anser canagicus,60.806,-164.639
Emperor Goose,Anser canagicus,60.78,-164.584
Emperor Goose,Anser canagicus,60.836,-164.651
Emperor Goose,Anser canagicus,60.814,-164.595
Emperor Goose,Anser canagicus,60.789,-164.208
Emperor Goose,Anser canagicus,60.836,-164.682
Emperor Goose,Anser canagicus,60.817,-164.608
Emperor Goose,Anser canagicus,60.834,-164.615
Emperor Goose,Anser canagicus,60.818,-164.621
Emperor Goose,Anser canagicus,60.784,-164.877
Emperor Goose,Anser canagicus,60.819,-164.622
Emperor Goose,Anser canagicus,60.834,-164.645
Emperor Goose,Anser canagicus,60.817,-164.632
Emperor Goose,Anser canagicus,60.826,-164.46
Emperor Goose,Anser canagicus,60.827,-164.456
Emperor Goose,Anser canagicus,60.823,-164.463
Emperor Goose,Anser canagicus,60.839,-164.476
Emperor Goose,Anser canagicus,60.83,-164.456
Emperor Goose,Anser canagicus,60.827,-164.469
Emperor Goose,Anser canagicus,60.823,-164.461
Emperor Goose,Anser canagicus,60.816,-164.503
Emperor Goose,Anser canagicus,60.824,-164.471
Emperor Goose,Anser canagicus,60.829,-164.446
Emperor Goose,Anser canagicus,60.817,-164.457
Emperor Goose,Anser canagicus,60.81,-164.266
Emperor Goose,Anser canagicus,60.795,-164.322
Emperor Goose,Anser canagicus,60.913,-163.78
Emperor Goose,Anser canagicus,60.679,-164.268
Emperor Goose,Anser canagicus,60.598,-163.84
Emperor Goose,Anser canagicus,60.027,-163.25
